time,0.000011,1.565895,1.712600,1.848517,2.253727,2.389935,2.523247,2.659066,2.792237,2.925333,3.056914,3.463254,3.598194,3.746056,3.878349,5.644475,5.858280,6.137257,7.539021,7.752125
weights,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.324666,3.299834,3.481942,3.942735,9.639594
