time,0.000021,4.050496,4.417944,6.925845,7.063278,7.201649,7.339086,7.473722,7.615635,7.752703,7.891071,8.030596,8.283541,8.423663,9.077233
weights,0.000000,3.192180,0.000000,2.522729,2.704232,2.800983,2.738689,2.650455,2.597039,2.597039,2.597039,2.597039,2.597039,2.597039,2.597039
