time,0.000010,1.544083,1.641520,1.758779,1.841394,1.942174,2.045190,2.143375,2.244704,2.342224,2.441307,2.560600,2.642027,2.743954,2.838717,2.939155,3.040681,3.150726,3.243945,3.341700,3.460727,3.567525,3.641433,3.744015,3.842165,3.952611,4.047919,4.144183,4.240199,4.336670,4.445225,4.541970,4.644856,4.739617,4.837609,4.946776,5.038888,5.137881,5.242873,5.341295,5.443449,5.540477,5.641088,5.740788,5.837985,5.946940,6.045579,6.137661,6.244780,6.343488,6.437865,6.536940,7.550743,7.652702,7.863277,8.043333,8.265869,8.341271,8.442182,8.543098,8.646008,8.740816,8.840566,8.949022,9.048358,9.148149,9.244970
weights,0.000000,0.025141,0.054925,0.086086,0.087614,0.089159,0.091136,0.116222,0.118067,0.119694,0.147997,0.171677,0.173531,0.175123,0.176812,0.200218,0.202018,0.352021,0.353717,0.355229,0.491782,0.622745,0.622745,0.603678,0.604917,0.757296,0.758445,0.758445,0.758445,0.759607,0.760959,0.762301,0.763653,0.764996,0.766405,0.767810,0.769209,0.770695,0.772080,0.773429,0.774432,0.774432,0.774432,0.774432,0.774432,0.772259,0.769322,0.766337,0.764220,0.761415,0.722433,0.704561,0.684668,0.669566,0.836006,0.812432,0.971032,0.954165,0.937439,0.937439,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
