time,0.000009,2.245099,2.357983,2.471007,2.601367,2.637878,2.743766,2.847268,2.948078,3.047908,3.149825,3.249430,3.347917,3.443610,3.544428,3.646722,3.743909,3.844409,3.946240,4.042568,4.143907,5.643198,5.746453,5.844551,5.940559,6.040583,6.139910,6.247376,6.344717,6.446192,6.544819,6.661524,6.738700,6.850328,6.948794,7.045400,7.142070
weights,0.000000,0.062589,0.265711,0.528397,0.766922,0.810683,0.937213,1.000000,1.000000,1.000000,0.966430,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
