time,1502154674.025811,3.817554,3.917159,4.019796,4.117646,4.217981,4.317492,4.416729,4.518216,4.818203
weights,0.000000,-0.005713,-0.001835,0.003332,0.007283,0.041109,0.067307,0.089839,0.118622,0.106162
