time,0.000010,2.243760,2.348504,2.445738,2.551949,2.656899,2.747453,2.838596,2.941822,3.040156,3.350964,3.455979,3.546654,3.639480,3.747657,3.854151,3.948682,4.049085,4.141614,5.954136,6.059537,6.153373,6.255015,6.352173,6.457146,6.548822,6.647581,6.755346,6.839003,7.159574,7.253944,7.348310,7.440424,7.539203,7.649729,7.751438,7.838859,10.440169,10.555616,10.657102,10.742471,10.841265,11.050743,11.148386,11.249716
weights,0.000000,0.028001,0.133594,0.262580,0.405172,0.454922,0.446949,0.433331,0.445970,0.385532,0.537407,0.707787,0.761283,0.730476,0.617489,0.460727,0.374219,0.317150,0.276447,0.193541,0.331214,0.698145,1.000000,1.000000,0.844476,0.550382,0.269199,0.206745,0.282793,0.336140,0.518593,0.790126,0.974123,0.815125,0.477859,0.230996,0.228175,0.250531,0.433711,0.718455,0.725561,0.739322,0.558638,0.339341,0.213373
