time,0.000009,2.448342,2.549004,2.662553,2.738690,2.844320,2.939739,3.057288,3.161691,3.258360,3.339695,3.437375,3.540784,3.641570,3.742844,3.854957,3.949336,4.160652,4.256402,4.355975,4.443006,4.550598,4.649728,4.849233,4.948210,5.045024,5.145578,5.246725,5.348958,5.457146,5.544505,5.645458
weights,0.000000,0.030654,0.058139,0.091679,0.116063,0.142888,0.144159,0.145426,0.184235,0.349494,0.349494,0.376855,0.377972,0.404501,0.404501,0.555417,0.678079,0.832485,0.992960,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
