time,0.000012,1.845076,1.962587,2.062983,2.160983,2.252798,2.357476,2.541315,2.754414,2.847019,2.948634,3.150416,3.351052,3.545221,5.250360,5.450230,5.751244,5.952048,6.445277
weights,0.000000,0.035781,0.230969,0.358058,0.485118,0.616452,0.751661,0.875311,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
