time,0.000012,2.444467,2.540373,2.640469,2.737057,2.865267,2.952752,3.039530,3.139651,3.264116,3.358633,3.438675,4.445401,4.558618,4.663736,4.761668,4.841423,4.945718,5.043133,5.146838,5.251540,5.344177,5.449916,5.548047,5.652922,6.352035,6.445599,6.551556,6.642052,6.747951,6.847174,6.944210,7.052536,7.147330,7.240528,7.346499,7.477073,7.547615
weights,0.000000,0.022718,0.024056,0.053475,0.055133,0.241406,0.385052,0.382571,0.379757,0.545941,0.670525,0.668549,0.664881,0.813896,0.989807,1.000000,0.995447,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997958,0.981793,0.979200,0.976027,1.000000,1.000000,0.972903,1.000000,1.000000,0.976666,0.934814,1.000000,1.000000,0.975775,0.944114
