time,0.000010,3.336514,3.453958,3.553619,3.648338,3.746014,3.937961,4.046598,4.148318,4.286854,4.643351
weights,0.000000,0.040692,0.085393,0.202909,0.310120,0.404543,0.426680,0.534258,0.666018,0.800839,0.764922
