time,0.000008,4.543613,4.641508,4.737844,4.843466,4.948152,5.055163,5.154935,5.235100,5.358463,5.472287,5.539268,5.639599,5.741661,5.843586,5.949562,6.042634,6.144674,6.247829,6.349366
weights,0.000000,0.000000,0.029958,0.075286,0.210866,0.362119,0.523304,0.554811,0.614614,0.669550,0.953086,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
