time,0.000000,0.000012,2.764916,2.859321,2.945507,3.058770,3.159762,3.364094,3.439716,3.656874,3.743938,3.968063,4.168071,4.450528,4.546481,4.647411,4.749560,5.250180,5.346460,5.458090,5.549756,5.650664,5.753371,5.854477,5.951354,6.052615,6.254214,6.353143,6.459482,6.554237,6.656467,6.748453,6.854052,6.951238,7.047379
weights,0.000000,0.000000,0.081956,0.186946,0.255585,0.337429,0.423987,0.534699,0.623807,0.700249,0.781115,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
