j0,3.679154,3.709116,3.703315,3.679154
j1,4.206243,3.487247,2.678289,1.773255
j2,3.651229,3.608814,3.387964,3.351032
j3,1.706932,1.744770,1.869842,2.001893
j4,5.529203,4.646284,4.065796,3.878122
j5,1.603958,2.357503,3.346426,4.295255
j6,5.633923,5.381823,5.305290,5.619960
