j0,3.679154,3.723770,3.710896,3.679154
j1,4.206243,3.471874,2.665441,1.773255
j2,3.651229,3.613421,3.404142,3.351032
j3,1.706932,1.739774,1.865964,2.001893
j4,5.529203,4.645431,4.065211,3.878122
j5,1.603958,2.356249,3.342968,4.295255
j6,5.633923,5.398338,5.313025,5.619960
