j0,3.557767,3.594139,3.637279,3.679154
j1,3.741197,3.106659,2.450258,1.773255
j2,3.489227,3.421241,3.363653,3.351032
j3,1.650407,1.772600,1.891559,2.001893
j4,4.652705,4.356929,4.082747,3.878122
j5,2.201190,2.902706,3.610720,4.295255
j6,5.020433,5.197088,5.376466,5.619960
