j0,1.818633,2.560665,3.107027,3.679154
j1,2.645919,2.038358,1.794121,1.773255
j2,3.207915,3.000340,3.013871,3.351032
j3,1.776745,1.673594,1.714534,2.001893
j4,3.913028,3.584661,3.664998,3.878122
j5,3.785619,3.986273,4.120585,4.295255
j6,5.424483,5.116069,5.198397,5.619960
